New_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,left_company
3022,0.7,0.69,4.0,158.0,3.0,0.0,0.0,IT,low,1
3023,0.98,0.93,5.0,145.0,4.0,0.0,0.0,IT,low,1
3024,0.61,0.73,3.0,165.0,3.0,1.0,0.0,IT,low,1
3025,0.57,0.66,4.0,270.0,2.0,0.0,0.0,IT,low,1
3026,0.84,0.91,5.0,208.0,3.0,0.0,0.0,product_mng,low,1
3027,0.76,0.4,2.0,245.0,5.0,0.0,0.0,product_mng,medium,1
3028,0.64,0.99,4.0,180.0,4.0,0.0,0.0,product_mng,medium,1
3029,0.87,0.7,5.0,225.0,3.0,0.0,0.0,product_mng,medium,1
3030,0.62,0.69,3.0,261.0,2.0,0.0,0.0,IT,medium,1
3031,0.16,0.99,3.0,213.0,6.0,1.0,1.0,RandD,medium,1
3032,0.83,0.87,3.0,230.0,3.0,0.0,1.0,RandD,medium,1
3033,0.36,0.59,2.0,198.0,2.0,0.0,1.0,RandD,medium,1
3034,0.47,0.51,6.0,190.0,5.0,0.0,1.0,RandD,medium,1
3035,0.54,0.51,4.0,137.0,4.0,0.0,1.0,RandD,medium,1
3036,0.83,0.83,3.0,186.0,3.0,1.0,1.0,marketing,medium,1
3037,0.96,0.68,4.0,137.0,2.0,0.0,1.0,sales,medium,1
3038,0.91,0.74,5.0,192.0,3.0,0.0,1.0,accounting,medium,1
3039,0.56,0.59,4.0,164.0,3.0,0.0,1.0,support,medium,1
3040,0.73,0.66,6.0,195.0,3.0,0.0,1.0,technical,medium,1
3041,0.97,0.63,4.0,151.0,3.0,0.0,1.0,management,medium,1
3042,0.75,0.74,5.0,231.0,3.0,0.0,1.0,marketing,medium,1
3043,0.49,0.76,3.0,257.0,2.0,1.0,0.0,marketing,medium,1
3044,0.57,0.94,4.0,257.0,3.0,0.0,0.0,marketing,medium,1
3045,0.41,0.58,5.0,274.0,2.0,1.0,0.0,sales,medium,1
3046,0.53,0.7,3.0,138.0,2.0,0.0,0.0,sales,medium,1
3047,0.93,0.6,4.0,184.0,3.0,0.0,0.0,sales,medium,1
3048,0.58,0.9,3.0,151.0,3.0,0.0,0.0,sales,medium,1
3049,0.6,0.54,3.0,265.0,3.0,1.0,0.0,sales,medium,1
3050,0.74,0.8,4.0,241.0,2.0,0.0,0.0,sales,medium,1
3051,0.62,0.52,3.0,148.0,3.0,0.0,0.0,sales,medium,1
3052,0.7,0.76,5.0,165.0,3.0,0.0,0.0,sales,medium,1
3053,0.93,0.75,3.0,243.0,2.0,0.0,0.0,sales,medium,1
3054,0.75,0.9,4.0,197.0,2.0,0.0,0.0,sales,medium,1
3055,0.95,0.48,5.0,214.0,6.0,1.0,1.0,sales,medium,1
3056,0.43,0.98,4.0,164.0,3.0,0.0,1.0,sales,medium,1
3057,0.77,0.58,4.0,243.0,4.0,1.0,1.0,sales,medium,1
3058,0.67,1.0,4.0,145.0,3.0,1.0,1.0,sales,medium,1
3059,0.51,0.72,4.0,163.0,4.0,0.0,1.0,sales,medium,1
3060,0.94,0.53,5.0,257.0,2.0,0.0,1.0,sales,medium,1
3061,0.9,0.85,3.0,253.0,3.0,0.0,0.0,sales,medium,1
3062,0.8,0.78,4.0,234.0,3.0,0.0,0.0,sales,medium,1
3063,0.34,0.89,5.0,266.0,6.0,0.0,0.0,sales,medium,1
3064,0.45,0.53,3.0,181.0,4.0,1.0,0.0,accounting,low,1
3065,0.97,0.66,4.0,193.0,4.0,0.0,0.0,accounting,low,1
3066,0.5,0.48,3.0,163.0,4.0,0.0,0.0,accounting,low,1
3067,0.89,0.62,5.0,144.0,2.0,0.0,0.0,hr,low,1
3068,0.76,0.5,4.0,245.0,3.0,0.0,0.0,hr,low,1
3069,0.66,0.84,4.0,197.0,2.0,0.0,0.0,hr,low,1
3070,0.74,0.63,3.0,180.0,2.0,0.0,0.0,hr,low,1
3071,0.69,0.74,4.0,237.0,3.0,0.0,0.0,technical,low,1
3072,0.59,0.57,2.0,170.0,3.0,0.0,0.0,technical,low,1
3073,1.0,0.85,3.0,150.0,3.0,0.0,0.0,technical,low,1
3074,0.61,0.75,2.0,100.0,4.0,0.0,0.0,technical,low,1
3075,0.98,0.42,5.0,226.0,3.0,0.0,0.0,technical,low,1
3076,0.59,0.71,5.0,222.0,3.0,0.0,0.0,technical,low,1
3077,0.22,0.69,4.0,182.0,6.0,0.0,0.0,technical,low,1
3078,0.71,0.95,3.0,150.0,2.0,0.0,0.0,technical,low,1
3079,0.86,0.53,4.0,244.0,3.0,0.0,0.0,technical,medium,1
3080,0.65,0.59,5.0,271.0,3.0,0.0,0.0,technical,medium,1
3081,0.93,0.67,5.0,167.0,3.0,0.0,0.0,technical,medium,1
3082,0.49,0.69,2.0,128.0,2.0,0.0,0.0,support,medium,1
3083,0.78,0.77,3.0,149.0,4.0,1.0,0.0,support,medium,1
3084,0.62,0.7,4.0,141.0,4.0,0.0,0.0,support,medium,1
3085,0.72,0.63,3.0,149.0,2.0,0.0,0.0,support,medium,1
3086,0.7,0.56,4.0,107.0,6.0,0.0,0.0,support,medium,1
3087,0.54,0.93,5.0,189.0,2.0,0.0,0.0,support,medium,1
3088,0.61,0.95,4.0,169.0,4.0,0.0,0.0,support,medium,1
3089,0.84,0.95,4.0,208.0,3.0,1.0,0.0,support,medium,1
3090,0.8,0.58,3.0,197.0,3.0,0.0,0.0,support,medium,1
3091,0.58,0.5,4.0,225.0,3.0,0.0,0.0,support,high,1
3092,0.97,0.87,2.0,175.0,6.0,0.0,0.0,support,high,1
3093,0.92,0.55,3.0,172.0,2.0,0.0,0.0,technical,high,1
3094,0.96,0.51,3.0,237.0,4.0,0.0,0.0,technical,high,1
3095,0.73,0.87,4.0,155.0,3.0,1.0,0.0,technical,high,1
3096,0.73,0.71,4.0,148.0,3.0,0.0,0.0,management,high,1
3097,0.53,0.83,4.0,246.0,3.0,0.0,0.0,IT,high,1
3098,0.17,0.82,5.0,193.0,5.0,0.0,0.0,IT,high,1
3099,0.75,0.76,5.0,175.0,4.0,0.0,0.0,IT,low,1
3100,0.76,0.44,3.0,121.0,4.0,0.0,0.0,IT,low,1
3101,0.76,0.77,4.0,223.0,3.0,0.0,0.0,IT,low,1
3102,0.92,0.55,3.0,259.0,3.0,0.0,0.0,product_mng,low,1
3103,0.82,0.88,4.0,171.0,2.0,0.0,0.0,product_mng,low,1
3104,0.38,0.5,2.0,170.0,3.0,0.0,0.0,product_mng,low,1
3105,0.49,0.72,4.0,246.0,3.0,0.0,0.0,product_mng,low,1
3106,0.53,0.8,3.0,175.0,3.0,0.0,0.0,IT,low,1
3107,0.56,0.59,3.0,185.0,2.0,0.0,0.0,RandD,medium,1
3108,0.69,0.98,3.0,168.0,2.0,0.0,0.0,RandD,medium,1
3109,0.62,0.99,4.0,171.0,3.0,0.0,0.0,RandD,medium,1
3110,0.71,0.76,3.0,201.0,2.0,0.0,0.0,RandD,medium,1
3111,0.52,1.0,4.0,148.0,3.0,0.0,0.0,RandD,medium,1
3112,0.2,0.53,6.0,189.0,4.0,0.0,0.0,marketing,medium,1
3113,0.93,0.61,3.0,166.0,3.0,0.0,0.0,sales,medium,1
3114,0.74,0.81,4.0,150.0,2.0,0.0,0.0,accounting,medium,1
3115,0.78,0.45,3.0,253.0,6.0,0.0,1.0,support,medium,1
3116,0.85,0.79,3.0,243.0,2.0,0.0,1.0,technical,medium,1
3117,0.79,0.56,5.0,250.0,2.0,1.0,1.0,management,medium,1
3118,0.92,0.91,3.0,228.0,2.0,0.0,1.0,marketing,medium,1
3119,0.58,0.97,3.0,186.0,3.0,0.0,1.0,marketing,medium,1
3120,0.68,0.72,3.0,213.0,3.0,0.0,1.0,marketing,medium,1
3121,0.9,0.67,4.0,233.0,3.0,0.0,1.0,sales,medium,1
3122,0.67,0.71,5.0,265.0,2.0,0.0,1.0,sales,medium,1
3123,0.79,0.73,4.0,226.0,3.0,0.0,0.0,sales,medium,1
3124,0.23,0.48,5.0,221.0,6.0,0.0,0.0,sales,medium,1
3125,0.98,0.99,3.0,253.0,4.0,0.0,0.0,sales,medium,1
3126,0.8,0.75,3.0,134.0,4.0,0.0,0.0,sales,medium,1
3127,0.77,0.84,3.0,188.0,4.0,0.0,0.0,sales,medium,1
3128,1.0,0.91,3.0,160.0,4.0,0.0,0.0,sales,medium,1
3129,0.6,0.92,4.0,164.0,4.0,0.0,0.0,sales,medium,1
3130,0.49,0.54,6.0,214.0,3.0,0.0,0.0,sales,high,1
3131,0.91,0.99,5.0,228.0,4.0,1.0,0.0,sales,low,1
3132,0.97,0.52,5.0,149.0,3.0,1.0,0.0,sales,medium,1
3133,0.71,0.76,3.0,175.0,2.0,0.0,0.0,sales,medium,1
3134,0.62,0.91,3.0,195.0,3.0,0.0,0.0,sales,medium,1
3135,0.61,0.92,3.0,222.0,4.0,0.0,0.0,sales,medium,1
3136,0.21,0.6,5.0,249.0,4.0,0.0,0.0,sales,medium,1
3137,0.64,0.97,2.0,226.0,3.0,1.0,0.0,sales,medium,1
3138,0.61,0.65,2.0,117.0,2.0,1.0,0.0,sales,medium,1
3139,0.58,0.75,4.0,255.0,3.0,0.0,0.0,sales,medium,1
3140,0.41,0.9,6.0,155.0,2.0,0.0,0.0,accounting,medium,1
3141,0.98,0.73,5.0,185.0,3.0,0.0,0.0,accounting,medium,1
3142,0.5,0.88,4.0,275.0,5.0,0.0,0.0,accounting,low,1
3143,0.98,0.61,3.0,226.0,2.0,0.0,0.0,hr,low,1
3144,0.4,0.85,4.0,198.0,2.0,0.0,0.0,hr,low,1
3145,0.63,0.92,2.0,198.0,2.0,0.0,0.0,hr,low,1
3146,0.75,0.53,4.0,251.0,3.0,0.0,0.0,hr,low,1
3147,0.82,0.84,3.0,237.0,2.0,0.0,0.0,technical,low,1
3148,0.55,0.62,5.0,197.0,2.0,0.0,0.0,technical,low,1
3149,0.44,0.36,2.0,136.0,3.0,0.0,0.0,technical,high,1
3150,0.92,0.88,3.0,184.0,3.0,1.0,0.0,technical,low,1
3151,0.57,0.56,2.0,159.0,3.0,0.0,0.0,technical,high,1
3152,0.73,0.86,4.0,133.0,3.0,0.0,0.0,technical,high,1
3153,0.82,0.92,5.0,198.0,3.0,0.0,0.0,technical,low,1
3154,0.54,0.75,3.0,260.0,2.0,0.0,0.0,technical,low,1
3155,0.64,0.95,3.0,154.0,4.0,0.0,0.0,technical,high,1
3156,0.99,0.76,4.0,185.0,5.0,0.0,0.0,technical,low,1
3157,0.19,0.92,5.0,193.0,6.0,0.0,0.0,technical,medium,1
3158,0.86,0.96,4.0,167.0,3.0,0.0,0.0,support,high,1
3159,0.65,0.66,5.0,165.0,3.0,0.0,0.0,support,medium,1
3160,0.52,0.81,3.0,253.0,2.0,0.0,0.0,support,medium,1
3161,0.85,0.49,4.0,142.0,3.0,0.0,0.0,support,medium,1
3162,0.61,0.64,5.0,186.0,4.0,0.0,0.0,support,medium,1
3163,0.77,0.57,4.0,203.0,3.0,1.0,0.0,support,high,1
3164,0.54,0.94,4.0,217.0,2.0,0.0,0.0,support,medium,1
3165,0.76,0.74,4.0,187.0,3.0,0.0,0.0,support,medium,1
3166,0.79,0.9,3.0,152.0,4.0,0.0,0.0,support,medium,1
3167,0.89,0.93,5.0,150.0,2.0,0.0,0.0,support,high,1
3168,0.6,0.8,3.0,191.0,2.0,0.0,0.0,support,medium,1
3169,0.51,0.58,4.0,140.0,3.0,0.0,0.0,technical,high,1
3170,0.2,0.72,5.0,123.0,2.0,1.0,0.0,technical,low,1
3171,0.93,0.6,5.0,170.0,2.0,0.0,0.0,technical,medium,1
3172,0.77,0.54,3.0,227.0,4.0,0.0,0.0,management,medium,1
3173,0.8,0.87,4.0,220.0,2.0,0.0,0.0,IT,medium,1
3174,0.8,0.97,5.0,258.0,3.0,0.0,0.0,IT,medium,1
3175,0.62,0.92,5.0,149.0,3.0,0.0,0.0,IT,low,1
3176,0.79,0.72,4.0,192.0,3.0,0.0,0.0,IT,low,1
3177,0.88,0.73,5.0,267.0,3.0,0.0,0.0,IT,low,1
3178,0.96,0.73,5.0,169.0,3.0,1.0,0.0,product_mng,low,1
3179,0.34,0.69,2.0,178.0,3.0,0.0,0.0,product_mng,low,1
3180,0.34,0.65,2.0,165.0,4.0,0.0,0.0,product_mng,low,1
3181,0.88,0.85,4.0,231.0,3.0,0.0,0.0,product_mng,low,1
3182,0.66,0.61,3.0,260.0,3.0,0.0,0.0,IT,low,1
3183,0.55,0.71,4.0,181.0,2.0,1.0,0.0,RandD,low,1
3184,0.59,0.51,3.0,243.0,2.0,0.0,0.0,RandD,low,1
3185,0.62,0.73,4.0,191.0,3.0,0.0,0.0,RandD,high,1
3186,0.78,0.93,3.0,200.0,3.0,0.0,0.0,RandD,low,1
3187,0.73,0.75,5.0,265.0,3.0,0.0,0.0,RandD,low,1
3188,0.71,0.94,4.0,246.0,3.0,0.0,0.0,marketing,low,1
3189,0.97,0.86,3.0,187.0,2.0,0.0,0.0,sales,low,1
3190,0.21,0.74,5.0,141.0,4.0,0.0,0.0,accounting,high,1
3191,0.52,0.96,4.0,246.0,3.0,0.0,0.0,support,low,1
3192,0.73,0.88,4.0,236.0,3.0,1.0,0.0,technical,low,1
3193,0.74,0.83,3.0,170.0,3.0,0.0,0.0,management,low,1
3194,0.26,0.71,6.0,189.0,2.0,0.0,0.0,marketing,high,1
3195,0.52,0.78,4.0,237.0,3.0,0.0,0.0,marketing,low,1
3196,0.69,0.54,4.0,180.0,3.0,0.0,0.0,marketing,medium,1
3197,0.79,0.59,2.0,157.0,6.0,0.0,0.0,sales,high,1
3198,0.93,0.62,4.0,258.0,3.0,0.0,0.0,sales,medium,1
3199,0.34,0.87,4.0,283.0,2.0,0.0,0.0,sales,high,1
3200,0.77,0.52,4.0,216.0,3.0,0.0,0.0,sales,medium,1
3201,0.36,0.73,3.0,187.0,3.0,0.0,0.0,sales,medium,1
3202,0.93,0.58,3.0,215.0,3.0,0.0,0.0,sales,medium,1
3203,0.7,0.58,3.0,211.0,3.0,0.0,0.0,sales,medium,1
3204,0.51,0.49,4.0,182.0,2.0,0.0,0.0,sales,medium,1
3205,0.83,0.78,3.0,165.0,3.0,1.0,0.0,sales,medium,1
3206,0.89,0.89,4.0,265.0,2.0,0.0,0.0,sales,medium,1
3207,0.94,0.59,3.0,137.0,2.0,0.0,0.0,sales,medium,1
3208,0.8,0.55,4.0,269.0,3.0,0.0,0.0,sales,high,1
3209,0.74,0.66,3.0,177.0,2.0,0.0,0.0,sales,low,1
3210,0.5,0.91,3.0,240.0,2.0,0.0,0.0,sales,medium,1
3211,0.54,0.84,4.0,174.0,2.0,0.0,0.0,sales,medium,1
3212,0.5,0.54,3.0,134.0,3.0,0.0,0.0,sales,medium,1
3213,0.17,0.91,2.0,271.0,4.0,0.0,0.0,sales,medium,1
3214,0.57,0.53,5.0,216.0,2.0,1.0,0.0,sales,medium,1
3215,0.8,0.51,4.0,213.0,3.0,0.0,0.0,sales,medium,1
3216,0.45,0.64,5.0,133.0,4.0,0.0,0.0,accounting,medium,1
3217,0.87,0.5,4.0,267.0,2.0,1.0,0.0,accounting,medium,1
3218,0.98,0.64,3.0,263.0,4.0,0.0,0.0,accounting,medium,1
3219,0.55,0.8,4.0,260.0,3.0,0.0,0.0,hr,high,1
3220,0.53,0.5,4.0,185.0,3.0,0.0,0.0,hr,low,1
3221,0.75,0.48,2.0,284.0,6.0,0.0,0.0,hr,low,1
3222,0.96,0.59,3.0,229.0,3.0,0.0,0.0,hr,low,1
3223,0.71,0.97,3.0,189.0,3.0,1.0,0.0,technical,high,1
3224,0.7,0.63,3.0,209.0,3.0,0.0,0.0,technical,low,1
3225,0.33,0.94,4.0,166.0,6.0,0.0,0.0,technical,low,1
3226,0.93,0.94,3.0,183.0,2.0,0.0,0.0,technical,low,1
3227,0.64,0.65,3.0,181.0,2.0,0.0,0.0,technical,high,1
3228,0.27,0.45,3.0,239.0,4.0,0.0,0.0,technical,low,1
3229,0.99,0.99,3.0,158.0,2.0,0.0,0.0,technical,low,1
3230,0.81,0.62,3.0,187.0,3.0,0.0,0.0,technical,low,1
3231,0.6,0.91,4.0,236.0,3.0,0.0,0.0,technical,low,1
3232,0.32,0.4,6.0,162.0,5.0,0.0,0.0,technical,low,1
3233,0.48,0.68,4.0,163.0,2.0,1.0,0.0,technical,low,1
3234,0.87,0.51,4.0,173.0,3.0,0.0,0.0,support,low,1
3235,0.91,0.79,5.0,273.0,4.0,1.0,0.0,support,medium,1
3236,0.24,0.89,5.0,142.0,4.0,0.0,0.0,support,medium,1
3237,0.66,0.56,4.0,141.0,4.0,0.0,0.0,support,medium,1
3238,0.94,0.59,3.0,234.0,2.0,0.0,0.0,support,medium,1
3239,0.93,0.97,5.0,255.0,4.0,0.0,0.0,support,medium,1
3240,0.19,0.55,5.0,148.0,4.0,0.0,0.0,support,medium,1
3241,0.88,0.45,5.0,274.0,2.0,1.0,0.0,support,medium,1
3242,0.76,0.47,3.0,223.0,2.0,0.0,0.0,support,medium,1
3243,0.67,0.64,5.0,248.0,3.0,0.0,0.0,support,medium,1
3244,0.54,0.5,4.0,146.0,2.0,0.0,0.0,support,medium,1
3245,0.53,0.95,2.0,101.0,5.0,0.0,0.0,technical,medium,1
3246,0.67,0.92,4.0,265.0,4.0,0.0,0.0,technical,medium,1
3247,0.5,0.38,5.0,175.0,4.0,0.0,0.0,technical,high,1
3248,0.49,0.76,4.0,202.0,3.0,0.0,0.0,management,low,1
3249,0.82,0.71,3.0,160.0,3.0,0.0,0.0,IT,medium,1
3250,0.86,0.71,3.0,235.0,3.0,0.0,0.0,IT,medium,1
3251,0.5,0.5,4.0,267.0,3.0,0.0,0.0,IT,medium,1
3252,0.82,0.6,3.0,261.0,2.0,1.0,0.0,IT,medium,1
3253,0.95,0.78,2.0,148.0,2.0,0.0,0.0,IT,low,1
3254,0.64,0.87,3.0,239.0,4.0,0.0,0.0,product_mng,low,1
3255,0.91,0.5,3.0,178.0,2.0,0.0,0.0,product_mng,low,1
3256,0.79,0.75,2.0,221.0,3.0,0.0,0.0,product_mng,low,1
3257,0.83,0.56,4.0,269.0,3.0,0.0,0.0,product_mng,low,1
3258,0.66,0.6,3.0,262.0,2.0,1.0,0.0,IT,low,1
3259,0.92,0.8,4.0,263.0,4.0,0.0,0.0,RandD,low,1
3260,0.59,0.47,5.0,191.0,3.0,0.0,0.0,RandD,low,1
3261,0.6,0.83,2.0,189.0,2.0,0.0,0.0,RandD,low,1
3262,0.68,0.97,5.0,207.0,4.0,1.0,0.0,RandD,low,1
3263,0.58,0.73,3.0,265.0,6.0,0.0,0.0,RandD,low,1
3264,0.93,0.77,5.0,224.0,2.0,0.0,0.0,marketing,low,1
3265,0.66,0.5,3.0,229.0,3.0,0.0,0.0,marketing,low,1
3266,0.8,0.99,3.0,158.0,3.0,0.0,0.0,sales,low,1
3267,0.28,0.79,5.0,202.0,5.0,0.0,0.0,accounting,low,1
3268,0.84,0.59,4.0,216.0,2.0,0.0,0.0,support,low,1
3269,0.86,0.58,4.0,220.0,5.0,0.0,0.0,technical,low,1
3270,0.46,0.45,2.0,172.0,2.0,1.0,0.0,management,low,1
3271,0.94,0.92,3.0,187.0,2.0,0.0,0.0,marketing,low,1
3272,0.8,0.76,3.0,270.0,2.0,1.0,0.0,marketing,low,1
3273,0.13,0.63,6.0,219.0,6.0,0.0,0.0,marketing,low,1
3274,0.95,0.73,3.0,243.0,3.0,1.0,0.0,sales,medium,1
3275,0.93,0.88,4.0,261.0,4.0,0.0,0.0,sales,medium,1
3276,0.86,0.81,4.0,179.0,3.0,0.0,0.0,sales,medium,1
3277,0.67,0.93,5.0,133.0,2.0,0.0,0.0,sales,medium,1
3278,0.73,0.6,4.0,224.0,3.0,0.0,0.0,sales,medium,1
3279,0.62,0.92,4.0,198.0,2.0,0.0,0.0,sales,medium,1
3280,0.53,0.81,5.0,135.0,2.0,0.0,0.0,sales,medium,1
3281,0.68,0.68,3.0,143.0,3.0,0.0,0.0,sales,medium,1
3282,0.69,0.55,4.0,234.0,2.0,0.0,0.0,sales,medium,1
3283,0.66,0.92,3.0,177.0,3.0,0.0,0.0,sales,medium,1
3284,0.98,0.56,5.0,180.0,3.0,0.0,0.0,sales,medium,1
3285,0.57,0.39,3.0,193.0,6.0,0.0,0.0,sales,medium,1
3286,0.64,0.78,5.0,148.0,4.0,0.0,0.0,sales,high,1
3287,0.71,0.58,3.0,194.0,4.0,0.0,0.0,sales,low,1
3288,0.94,0.7,3.0,271.0,4.0,0.0,0.0,sales,medium,1
3289,0.8,0.85,3.0,135.0,2.0,0.0,0.0,sales,medium,1
3290,0.59,0.94,4.0,136.0,2.0,0.0,0.0,sales,medium,1
3291,0.95,0.7,6.0,243.0,3.0,0.0,0.0,sales,medium,1
3292,1.0,0.39,2.0,210.0,5.0,0.0,0.0,sales,low,1
3293,0.53,0.59,3.0,163.0,4.0,0.0,0.0,accounting,low,1
3294,0.35,0.59,5.0,268.0,3.0,0.0,0.0,accounting,low,1
3295,0.73,0.66,3.0,244.0,3.0,0.0,0.0,accounting,low,1
3296,0.89,0.63,4.0,164.0,3.0,0.0,0.0,hr,low,1
3297,0.21,0.93,4.0,260.0,3.0,0.0,0.0,hr,low,1
3298,0.21,0.85,5.0,153.0,3.0,0.0,0.0,hr,low,1
3299,0.6,0.83,4.0,216.0,2.0,1.0,0.0,hr,low,1
3300,0.94,0.69,2.0,198.0,3.0,0.0,0.0,technical,low,1
3301,0.92,0.68,4.0,196.0,3.0,1.0,0.0,technical,low,1
3302,0.92,0.78,3.0,218.0,3.0,0.0,0.0,technical,low,1
3303,0.71,0.98,5.0,167.0,3.0,0.0,0.0,technical,low,1
3304,0.69,0.83,4.0,264.0,3.0,0.0,0.0,technical,low,1
3305,0.26,0.51,2.0,284.0,2.0,0.0,0.0,technical,low,1
3306,0.21,0.78,4.0,218.0,6.0,0.0,0.0,technical,low,1
3307,0.36,0.42,2.0,192.0,2.0,0.0,0.0,technical,low,1
3308,0.81,0.92,5.0,255.0,4.0,1.0,0.0,technical,low,1
3309,0.54,0.88,3.0,251.0,2.0,0.0,0.0,technical,low,1
3310,0.63,0.87,5.0,248.0,2.0,0.0,0.0,technical,low,1
3311,0.86,0.75,5.0,157.0,4.0,0.0,0.0,support,low,1
3312,0.8,0.79,5.0,240.0,2.0,0.0,0.0,support,low,1
3313,0.55,0.58,5.0,262.0,3.0,0.0,0.0,support,medium,1
3314,0.18,0.6,3.0,130.0,2.0,1.0,0.0,support,medium,1
3315,0.88,0.98,3.0,152.0,3.0,0.0,0.0,support,medium,1
3316,0.65,0.86,4.0,256.0,2.0,0.0,0.0,support,medium,1
3317,0.99,1.0,3.0,139.0,2.0,0.0,0.0,support,medium,1
3318,0.88,0.93,4.0,195.0,2.0,0.0,0.0,support,medium,1
3319,0.67,0.59,3.0,205.0,5.0,0.0,0.0,support,medium,1
3320,0.53,0.59,4.0,265.0,2.0,0.0,0.0,support,medium,1
3321,0.83,0.61,5.0,246.0,3.0,0.0,0.0,support,medium,1
3322,0.36,0.71,3.0,100.0,3.0,0.0,0.0,technical,medium,1
3323,0.62,0.64,5.0,150.0,3.0,1.0,0.0,technical,medium,1
3324,0.72,0.67,4.0,147.0,2.0,0.0,0.0,technical,medium,1
3325,0.79,0.54,4.0,244.0,3.0,0.0,0.0,management,high,1
3326,1.0,0.87,4.0,256.0,3.0,0.0,0.0,IT,low,1
3327,0.65,0.52,4.0,266.0,3.0,1.0,0.0,IT,medium,1
3328,0.84,0.91,3.0,199.0,4.0,0.0,0.0,IT,medium,1
3329,0.81,0.59,2.0,236.0,3.0,0.0,0.0,IT,medium,1
3330,0.59,0.51,3.0,203.0,2.0,1.0,0.0,IT,medium,1
3331,0.78,0.53,3.0,156.0,3.0,0.0,0.0,product_mng,low,1
3332,0.22,0.52,5.0,109.0,4.0,0.0,0.0,product_mng,low,1
3333,0.96,0.98,5.0,248.0,3.0,0.0,0.0,product_mng,low,1
3334,0.85,0.8,4.0,254.0,2.0,0.0,0.0,product_mng,low,1
3335,0.12,0.73,6.0,166.0,3.0,0.0,0.0,IT,low,1
3336,0.6,0.68,4.0,264.0,2.0,1.0,0.0,RandD,low,1
3337,0.93,0.84,5.0,266.0,3.0,0.0,0.0,RandD,low,1
3338,0.73,0.86,4.0,138.0,2.0,0.0,0.0,RandD,low,1
3339,0.7,0.66,3.0,151.0,2.0,0.0,0.0,RandD,low,1
3340,0.18,0.59,4.0,132.0,3.0,0.0,0.0,RandD,low,1
3341,0.81,0.6,4.0,133.0,3.0,0.0,0.0,RandD,low,1
3342,0.28,0.9,4.0,275.0,6.0,0.0,0.0,marketing,low,1
3343,0.74,0.79,3.0,275.0,3.0,0.0,0.0,sales,low,1
3344,0.5,0.74,4.0,272.0,5.0,0.0,0.0,accounting,low,1
3345,0.83,0.85,4.0,201.0,2.0,1.0,0.0,support,low,1
3346,0.55,0.66,3.0,164.0,2.0,0.0,0.0,technical,low,1
3347,0.77,0.94,4.0,224.0,2.0,0.0,0.0,management,low,1
3348,0.92,0.58,4.0,201.0,2.0,0.0,0.0,marketing,low,1
3349,0.59,0.89,5.0,169.0,2.0,1.0,0.0,marketing,low,1
3350,0.45,0.72,4.0,149.0,3.0,0.0,0.0,marketing,low,1
3351,0.76,0.97,3.0,271.0,3.0,0.0,0.0,sales,low,1
3352,0.89,0.69,4.0,137.0,3.0,0.0,0.0,sales,medium,1
3353,0.73,0.5,3.0,208.0,2.0,0.0,0.0,sales,medium,1
3354,0.65,0.7,3.0,231.0,3.0,0.0,0.0,sales,medium,1
3355,0.14,0.96,3.0,196.0,5.0,1.0,0.0,sales,medium,1
3356,0.3,0.47,2.0,159.0,4.0,0.0,0.0,sales,medium,1
3357,0.53,0.82,5.0,184.0,3.0,0.0,0.0,sales,medium,1
3358,0.66,0.89,3.0,257.0,3.0,0.0,0.0,sales,medium,1
3359,0.84,0.59,3.0,234.0,2.0,0.0,0.0,sales,medium,1
3360,0.74,0.97,3.0,239.0,4.0,1.0,0.0,sales,medium,1
3361,0.56,0.4,2.0,255.0,3.0,0.0,0.0,sales,medium,1
3362,0.42,0.47,4.0,146.0,3.0,1.0,0.0,sales,medium,1
3363,0.29,0.8,5.0,103.0,6.0,0.0,0.0,sales,medium,1
3364,0.54,0.72,5.0,206.0,4.0,0.0,0.0,sales,high,1
3365,0.8,0.52,3.0,253.0,2.0,1.0,0.0,sales,low,1
3366,0.89,0.93,4.0,245.0,4.0,0.0,0.0,sales,medium,1
3367,0.92,0.58,3.0,261.0,3.0,1.0,0.0,sales,medium,1
3368,0.87,0.68,4.0,217.0,3.0,0.0,0.0,sales,medium,1
3369,0.76,0.82,4.0,172.0,3.0,1.0,0.0,sales,medium,1
3370,0.64,0.61,3.0,221.0,3.0,0.0,0.0,accounting,low,1
3371,0.83,0.57,2.0,246.0,5.0,1.0,0.0,accounting,low,1
3372,0.55,0.6,3.0,145.0,4.0,0.0,0.0,accounting,low,1
3373,0.83,0.7,5.0,168.0,3.0,0.0,0.0,hr,low,1
3374,0.58,0.62,5.0,184.0,3.0,0.0,0.0,hr,low,1
3375,0.67,0.97,4.0,186.0,3.0,0.0,0.0,hr,low,1
3376,0.65,0.57,3.0,238.0,3.0,0.0,0.0,hr,low,1
3377,0.89,0.95,5.0,203.0,3.0,0.0,0.0,technical,low,1
3378,0.84,0.5,5.0,195.0,3.0,0.0,0.0,technical,low,1
3379,0.5,0.7,5.0,264.0,2.0,0.0,0.0,technical,low,1
3380,0.7,0.51,3.0,256.0,3.0,0.0,0.0,technical,low,1
3381,0.79,0.83,5.0,268.0,3.0,0.0,0.0,technical,low,1
